,UIID,label,xmin,xmax,ymin,ymax
42643,13682.json,text_view,0.0,359.0,95.0,126.0
42644,13682.json,text_view,-0.6666666666666572,357.33333333333337,134.33333333333334,158.66666666666666
42645,13682.json,text_view,35.0,139.66666666666666,169.0,189.0
42646,13682.json,tb_forgot_password,103.66666666666669,193.0,425.0,438.3333333333333
42647,13682.json,text_button,197.66666666666666,257.0,425.0,439.6666666666667
42648,13682.json,text_button,50.956743002544535,137.9796437659033,514.7888040712469,529.29262086514
42649,13682.json,icon_button,254.4834605597964,275.0941475826972,547.2926208651398,565.6132315521628
42650,13682.json,text_view,137.66666666666669,223.66666666666666,569.0,585.0
42651,13682.json,tb_sign_up,109.66666666666666,251.0,371.0,404.3333333333333
42652,13682.json,tb_log_in,12.333333333333336,347.6666666666667,304.33333333333337,338.33333333333337
42653,13682.json,username,12.999999999999993,346.33333333333337,216.33333333333334,257.6666666666667
42654,13682.json,password,13.0,345.6666666666667,257.0,295.66666666666663
42655,13682.json,text_button,51.91348600508906,138.9363867684478,530.5394402035623,545.0432569974555
42656,13682.json,text_button,52.19847328244277,139.2213740458015,497.618320610687,512.1221374045799
42657,13682.json,text_button,50.86513994910943,137.88804071246818,546.442748091603,560.9465648854961
42658,13682.json,text_button,220.42748091603053,307.45038167938935,530.1628498727736,544.6666666666667
42659,13682.json,text_button,219.28753180661582,306.31043256997464,498.76844783715006,513.2722646310435
42660,13682.json,text_button,220.24427480916032,307.26717557251914,514.70737913486,529.2111959287532
42661,13682.json,text_view,168.84671532846713,191.47445255474452,346.3941605839416,363.91240875912405
42662,13682.json,separator_line,21.0,164.33333333333334,353.0,355.0
42663,13682.json,separator_line,196.33333333333331,339.66666666666674,353.6666666666667,355.6666666666667
42664,9289.json,icon_button,0.0,49.0,21.0,70.0
42665,9289.json,text_view,63.0,149.75,33.75,57.0
42666,9289.json,sort,276.0,318.0,24.5,66.5
42667,9289.json,search_button,318.0,360.0,24.5,66.5
42668,9289.json,image_view,10.0,177.0,87.0,254.0
42669,9289.json,price,10.0,177.0,278.0,298.25
42670,9289.json,text_view,28.5,158.5,298.25,316.0
42671,9289.json,heart_icon_button,80.25,106.5,327.5,345.0
42672,9289.json,image_view,183.0,350.0,87.0,254.0
42673,9289.json,price,183.0,350.0,278.0,298.25
42674,9289.json,text_view,201.5,331.5,298.25,316.0
42675,9289.json,heart_icon_button,253.25,279.5,327.5,345.0
42676,9289.json,image_view,10.0,177.0,364.0,531.0
42677,9289.json,price,10.0,177.0,555.0,575.25
42678,9289.json,text_view,28.5,158.5,575.25,593.0
42679,9289.json,image_view,183.0,350.0,364.0,531.0
42680,9289.json,price,183.0,350.0,555.0,575.25
42681,9289.json,text_view,201.5,331.5,575.25,593.0
42682,9289.json,card,8.666666666666668,177.33333333333334,85.66666666666667,356.3333333333333
42683,9289.json,card,182.0,350.6666666666667,86.99999999999999,357.66666666666663
42684,9289.json,card_partial,182.00000000000003,351.3333333333333,363.0,597.6666666666666
42685,9289.json,card_partial,8.666666666666668,178.0,361.6666666666667,597.6666666666666
42686,Soliha_screen_0356.json,label,331.0,1108.0,182.0,241.0
42687,Soliha_screen_0356.json,label,230.0,870.0,392.0,446.0
42688,Soliha_screen_0356.json,label,230.0,893.0,461.0,506.0
42689,Soliha_screen_0356.json,label,232.0,547.0,648.0,702.0
42690,Soliha_screen_0356.json,label,231.0,292.0,719.0,754.0
42691,Soliha_screen_0356.json,label,228.0,470.0,904.0,958.0
42692,Soliha_screen_0356.json,label,231.0,1051.0,974.0,1021.0
42693,Soliha_screen_0356.json,switch_checked,1164.0,1388.0,902.0,1042.0
42694,Soliha_screen_0356.json,label,228.0,960.0,1160.0,1214.0
42695,Soliha_screen_0356.json,label,231.0,1259.0,1230.0,1277.0
42696,Soliha_screen_0356.json,label,232.0,703.0,1418.0,1470.0
42697,Soliha_screen_0356.json,label,228.0,971.0,1486.0,1533.0
42698,Soliha_screen_0356.json,label,230.0,732.0,1675.0,1718.0
42699,Soliha_screen_0356.json,label,228.0,978.0,1872.0,1926.0
42700,Soliha_screen_0356.json,label,228.0,990.0,1942.0,1988.0
42701,Soliha_screen_0356.json,label,232.0,1049.0,2128.0,2171.0
42702,Soliha_screen_0356.json,label,231.0,970.0,2198.0,2245.0
42703,Soliha_screen_0356.json,label,232.0,427.0,2387.0,2430.0
42704,Soliha_screen_0356.json,label,190.0,290.0,2729.0,2758.0
42705,Soliha_screen_0356.json,label,656.0,781.0,2728.0,2758.0
42706,Soliha_screen_0356.json,label,1085.0,1316.0,2728.0,2757.0
42707,10942.json,image_view,136.5,223.5,87.5,174.5
42708,10942.json,image_view,129.66666666666666,231.66666666666666,206.0,231.75
42709,10942.json,button,35.0,325.0,423.0,466.75
42710,10942.json,text_view,91.75,268.25,479.0,493.25
42711,10942.json,text_view,115.5,159.75,493.25,523.5
42712,10942.json,text_view,159.75,246.33333333333331,493.25,524.3333333333334
42713,16896.json,text_view,63.0,123.25,33.75,57.0
42714,16896.json,icon_button,0.0,49.0,21.0,70.0
42715,16896.json,text_view,17.5,342.5,148.75,197.25
42716,16896.json,image_view,63.5,296.5,90.75,128.0
42717,16896.json,last_name,17.5,342.5,247.0,286.5
42718,16896.json,email,17.5,342.5,296.0,335.5
42719,16896.json,password,17.5,342.5,345.0,384.5
42720,16896.json,tb_privacy_terms,17.5,342.5,397.75,424.25
42721,16896.json,sign_up,17.5,342.5,437.5,479.5
42722,16896.json,text_view,97.5,183.25,492.75,523.5
42723,16896.json,fb_button,192.0,222.75,492.75,523.5
42724,16896.json,google_button,231.5,262.25,492.75,523.5
42725,16896.json,name,17.500000000000007,342.5,198.33333333333334,237.83333333333334
42726,62000.json,text_view,76.25,283.5,13.25,34.5
42727,62000.json,text_view,13.25,346.75,39.0,72.25
42728,62000.json,log_in,35.5,324.25,545.5,580.5
42729,Soliha_screen_0028.json,icon_button,0.0,196.0,84.0,280.0
42730,Soliha_screen_0028.json,label,253.0,903.0,156.0,223.0
42731,Soliha_screen_0028.json,icon_button,1272.0,1440.0,84.0,280.0
42732,Soliha_screen_0028.json,label,61.833333333333485,1082.666666666667,357.83333333333337,541.1666666666667
42733,Soliha_screen_0028.json,button,1316.0,1391.0,716.1666666666667,837.0
42734,Soliha_screen_0028.json,label,51.5,1282.666666666667,643.3333333333334,891.1666666666667
42735,Soliha_screen_0028.json,label,49.5,1049.3333333333335,1033.0,1228.6666666666667
42736,Soliha_screen_0028.json,label,47.5,1051.6666666666665,1335.1666666666665,1501.833333333333
42737,Soliha_screen_0028.json,label,45.5,1049.6666666666665,1637.3333333333333,1803.9999999999998
42738,Soliha_screen_0028.json,label,47.666666666666515,1245.166666666667,1943.6666666666665,2120.3333333333335
42739,Soliha_screen_0028.json,label,45.666666666666515,1241.0,2245.8333333333335,2466.166666666667
42740,Soliha_screen_0028.json,label,47.83333333333303,1051.9999999999995,2610.5,2777.1666666666665
42741,Soliha_screen_0028.json,button,1314.0,1389.0,1368.3333333333333,1489.1666666666667
42742,Soliha_screen_0028.json,button,1316.1666666666665,1391.1666666666665,1670.5,1791.3333333333335
42743,Soliha_screen_0028.json,button,1318.333333333333,1393.333333333333,1976.8333333333333,2097.666666666667
42744,Soliha_screen_0028.json,button,1312.1666666666665,1387.1666666666665,2316.5,2437.333333333334
42745,Soliha_screen_0028.json,button,1314.3333333333335,1389.3333333333335,2656.166666666667,2777.000000000001
42746,60894.json,text_view,3.5,356.5,21.5,41.75
42747,60894.json,image_view,0.0,359.0,43.0,111.0
42748,60894.json,edit_text,92.5,267.5,146.25,188.25
42749,60894.json,password,92.5,267.5,197.0,239.0
42750,60894.json,log_in,92.5,267.5,247.75,288.5
42751,60894.json,image_view,131.5,157.25,326.5,352.25
42752,60894.json,text_button,157.25,228.5,329.75,348.75
42753,60894.json,text_view,77.33333333333333,284.0,463.0,480.3333333333333
42754,Soliha_screen_0182.json,button,56.0,196.0,91.0,231.0
42755,Soliha_screen_0182.json,button,1244.0,1384.0,91.0,231.0
42756,Soliha_screen_0182.json,label,57.0,1151.0,321.0,500.0
42757,Soliha_screen_0182.json,icon,28.5,203.5,574.5,741.1666666666667
42758,Soliha_screen_0182.json,icon,34.83333333333326,209.83333333333326,826.6666666666666,993.3333333333334
42759,Soliha_screen_0182.json,icon,41.16666666666674,216.16666666666674,1078.8333333333333,1245.5000000000002
42760,Soliha_screen_0182.json,icon,43.33333333333326,218.33333333333326,1330.9999999999998,1497.6666666666667
42761,Soliha_screen_0182.json,icon,37.16666666666674,212.16666666666674,1574.8333333333333,1741.5000000000002
42762,Soliha_screen_0182.json,icon,35.16666666666674,210.16666666666674,1839.4999999999998,2006.1666666666667
42763,Soliha_screen_0182.json,icon,33.16666666666674,208.16666666666674,2100.0,2266.666666666667
42764,Soliha_screen_0182.json,icon,43.66666666666674,218.66666666666674,2356.3333333333335,2523.0000000000005
42765,Soliha_screen_0182.json,label,241.0,353.5,616.1666666666667,687.0
42766,Soliha_screen_0182.json,label,232.66666666666674,586.8333333333335,878.6666666666667,932.8333333333334
42767,Soliha_screen_0182.json,label,245.16666666666674,536.8333333333335,1128.6666666666667,1199.5
42768,Soliha_screen_0182.json,label,236.83333333333348,657.666666666667,1387.0,1449.5
42769,Soliha_screen_0182.json,label,241.0,324.3333333333335,1632.8333333333335,1695.3333333333335
42770,Soliha_screen_0182.json,label,241.0,720.166666666667,1916.1666666666667,1962.0
42771,Soliha_screen_0182.json,label,236.83333333333348,445.16666666666697,2153.666666666667,2220.3333333333335
42772,Soliha_screen_0182.json,label,241.0,566.0,2407.8333333333335,2478.666666666667
42773,Soliha_screen_0182.json,label,624.3333333333335,816.0,145.33333333333334,187.0
42774,Soliha_screen_0478.json,label,253.0,406.0,156.0,210.0
42775,Soliha_screen_0478.json,icon,1324.0,1391.0,146.0,221.0
42776,Soliha_screen_0478.json,button,42.0,182.0,112.0,252.0
42777,Soliha_screen_0478.json,label,256.0,769.0,465.0,519.0
42778,Soliha_screen_0478.json,label,1263.0,1383.0,472.0,502.0
42779,Soliha_screen_0478.json,label,252.0,397.0,750.0,803.0
42780,Soliha_screen_0478.json,label,1263.0,1383.0,757.0,787.0
42781,Soliha_screen_0478.json,label,249.33333333333348,1358.0,816.1666666666667,936.0
42782,Soliha_screen_0478.json,label,254.0,996.0,1035.0,1090.0
42783,Soliha_screen_0478.json,label,1263.0,1383.0,1042.0,1072.0
42784,Soliha_screen_0478.json,label,257.66666666666674,1378.0,1107.8333333333335,1221.0
42785,Soliha_screen_0478.json,label,255.0,411.0,1320.0,1363.0
42786,Soliha_screen_0478.json,label,1263.0,1383.0,1327.0,1357.0
42787,Soliha_screen_0478.json,label,241.0,1376.0,1382.8333333333335,1506.0
42788,Soliha_screen_0478.json,label,254.0,876.0,1605.0,1660.0
42789,Soliha_screen_0478.json,label,1263.0,1383.0,1612.0,1642.0
42790,Soliha_screen_0478.json,label,249.33333333333348,1351.0,1674.5,1788.0
42791,Soliha_screen_0478.json,label,252.0,583.0,1892.0,1947.0
42792,Soliha_screen_0478.json,label,1263.0,1383.0,1897.0,1927.0
42793,Soliha_screen_0478.json,label,253.5,1369.0,1957.8333333333335,2076.0
42794,Soliha_screen_0478.json,label,254.0,876.0,2175.0,2232.0
42795,Soliha_screen_0478.json,label,1263.0,1383.0,2182.0,2212.0
42796,Soliha_screen_0478.json,label,249.33333333333348,1359.0,2249.5,2365.0
42797,Soliha_screen_0478.json,label,0.0,482.66666666666697,2607.0,2782.8333333333335
42798,Soliha_screen_0478.json,label,480.0,960.0,2610.0,2778.0
42799,Soliha_screen_0478.json,label,960.0,1440.0,2610.0,2778.0
42800,Soliha_screen_0478.json,image,45.16666666666674,199.33333333333348,441.1666666666667,599.5
42801,Soliha_screen_0478.json,image,43.16666666666674,197.33333333333348,739.1666666666667,897.5
42802,Soliha_screen_0478.json,image,45.33333333333326,199.5,1020.5,1178.8333333333333
42803,Soliha_screen_0478.json,image,47.5,201.66666666666674,1314.3333333333335,1472.6666666666667
42804,Soliha_screen_0478.json,image,45.5,199.66666666666674,1591.5,1749.8333333333333
42805,Soliha_screen_0478.json,image,39.33333333333326,193.5,1881.166666666667,2039.5000000000002
42806,Soliha_screen_0478.json,image,45.66666666666674,199.83333333333348,2170.8333333333335,2329.1666666666665
42807,Soliha_screen_0497.json,icon_button,0.0,140.0,112.0,252.0
42808,Soliha_screen_0497.json,label,615.0,825.0,161.0,215.0
42809,Soliha_screen_0497.json,label,58.0,310.0,342.0,395.0
42810,Soliha_screen_0497.json,label,60.0,684.0,418.0,461.0
42811,Soliha_screen_0497.json,dropdown_menu,941.0,1384.0,285.0,506.0
42812,Soliha_screen_0497.json,label,1012.0,1270.0,373.0,415.0
42813,Soliha_screen_0497.json,label,61.0,658.0,566.0,619.0
42814,Soliha_screen_0497.json,label,60.0,621.0,642.0,685.0
42815,Soliha_screen_0497.json,switch_unchecked,1218.0,1384.0,572.0,667.0
42816,Soliha_screen_0497.json,label,61.0,285.0,790.0,842.0
42817,Soliha_screen_0497.json,label,58.0,744.0,866.0,909.0
42818,Soliha_screen_0497.json,label,58.0,259.0,1055.0,1108.0
42819,Soliha_screen_0497.json,image,56.0,1384.0,1207.0,1235.0
42820,Soliha_screen_0497.json,label,56.0,349.0,1299.0,1346.0
42821,Soliha_screen_0497.json,label,588.0,775.0,1304.0,1338.0
42822,Soliha_screen_0497.json,label,56.0,251.0,1385.0,1427.0
42823,Soliha_screen_0497.json,label,588.0,739.0,1390.0,1424.0
42824,Soliha_screen_0497.json,label,45.16666666666674,208.0,1470.3333333333335,1510.0
42825,Soliha_screen_0497.json,label,588.0,730.0,1476.0,1510.0
42826,Soliha_screen_0497.json,label,61.0,1166.0,1592.0,1770.3333333333335
42827,Soliha_screen_0497.json,label,61.0,390.0,1899.0,1941.0
42828,Soliha_screen_0497.json,label,61.0,861.8333333333335,2053.0,2178.666666666667
42829,Soliha_screen_0497.json,image,0.0,168.0,2421.0,2589.0
42830,Soliha_screen_0497.json,label,519.0,922.0,2488.0,2531.0
42831,Soliha_screen_0497.json,icon_button,1272.0,1440.0,2421.0,2589.0
42832,Soliha_screen_0497.json,image,127.0,233.0,2621.0,2729.0
42833,Soliha_screen_0497.json,label,135.0,226.0,2739.0,2765.0
42834,Soliha_screen_0497.json,image,487.0,593.0,2621.0,2729.0
42835,Soliha_screen_0497.json,label,486.0,591.0,2739.0,2765.0
42836,Soliha_screen_0497.json,image,847.0,953.0,2621.0,2729.0
42837,Soliha_screen_0497.json,label,805.0,995.0,2738.0,2771.0
42838,Soliha_screen_0497.json,image,1207.0,1313.0,2621.0,2729.0
42839,Soliha_screen_0497.json,label,1192.0,1327.0,2738.0,2765.0
42840,26718.json,image_view,145.0,215.0,353.25,423.25
42841,26718.json,text_view,149.5,210.25,426.0,453.0
42842,26718.json,fb_button,68.0,107.5,492.5,532.0
42843,26718.json,twitter_button,129.5,169.0,492.5,532.0
42844,26718.json,google_button,191.0,230.5,492.5,532.0
42845,26718.json,image_button,252.5,292.0,492.5,532.0
42846,26718.json,text_view,17.5,342.5,566.25,580.5
42847,37670.json,image_view,7.0,176.5,70.0,112.75
42848,37670.json,text_view,7.0,176.5,112.75,129.0
42849,37670.json,text_view,10.5,148.0,132.5,145.0
42850,37670.json,price,7.666666666666664,39.916666666666664,148.5,160.25
42851,37670.json,icon_button,148.0,169.0,137.5,158.5
42852,37670.json,image_view,183.5,353.0,70.0,112.75
42853,37670.json,text_view,183.5,353.0,112.75,129.0
42854,37670.json,text_view,187.0,324.5,132.5,145.0
42855,37670.json,price_s,183.5,217.25,148.5,160.25
42856,37670.json,price,222.5,246.5,148.5,160.25
42857,37670.json,icon_button,324.5,345.5,137.5,158.5
42858,37670.json,image_view,7.0,176.5,174.25,343.75
42859,37670.json,text_view,7.0,176.5,343.75,360.0
42860,37670.json,text_view,10.5,148.0,363.5,376.0
42861,37670.json,price,7.0,41.0,379.5,391.25
42862,37670.json,icon_button,148.0,169.0,368.5,389.5
42863,37670.json,image_view,183.5,353.0,174.25,343.75
42864,37670.json,text_view,183.5,353.0,343.75,360.0
42865,37670.json,text_view,187.0,324.5,363.5,376.0
42866,37670.json,price_s,183.5,211.75,379.5,391.25
42867,37670.json,price,217.0,241.0,379.5,391.25
42868,37670.json,icon_button,324.5,345.5,368.5,389.5
42869,37670.json,image_view,7.0,176.5,405.25,574.75
42870,37670.json,text_view,7.0,176.5,574.75,591.0
42871,37670.json,image_view,183.5,353.0,405.25,574.75
42872,37670.json,text_view,183.5,353.0,574.75,591.0
42873,37670.json,text_view,63.0,159.0,35.0,56.0
42874,37670.json,icon_button,0.0,49.0,21.0,70.0
42875,37670.json,card_partial,6.0,177.33333333333334,69.66666666666667,167.66666666666666
42876,37670.json,card_partial,182.66666666666666,354.6666666666667,69.66666666666667,168.33333333333334
42877,37670.json,card,7.333333333333332,177.33333333333334,174.33333333333334,398.3333333333333
42878,37670.json,card,183.33333333333334,353.3333333333333,174.33333333333334,399.0
42879,37670.json,card_partial,6.666666666666668,176.66666666666666,405.6666666666667,597.6666666666666
42880,37670.json,card_partial,183.33333333333334,353.3333333333333,405.0,598.3333333333334
42881,61440.json,image_view,43.75,316.25,115.5,216.25
42882,61440.json,email,43.75,316.25,216.25,246.75
42883,61440.json,password,43.75,316.25,249.5,280.0
42884,61440.json,log_in,43.75,316.25,288.75,325.0
42885,61440.json,tb_forgot_password,43.75,152.5,332.0,366.0
42886,61440.json,sign_up,43.75,316.25,459.5,495.75
42887,Soliha_screen_0244.json,label,263.0,720.0,126.0,179.0
42888,Soliha_screen_0244.json,icon,1210.0,1316.0,110.0,198.0
42889,Soliha_screen_0244.json,icon,1336.0,1396.0,123.0,183.0
42890,Soliha_screen_0244.json,label,96.0,190.0,260.0,305.0
42891,Soliha_screen_0244.json,label,361.0,505.0,258.0,295.0
42892,Soliha_screen_0244.json,label,648.0,790.0,258.0,295.0
42893,Soliha_screen_0244.json,label,935.0,1079.0,258.0,295.0
42894,Soliha_screen_0244.json,label,1239.0,1355.0,258.0,295.0
42895,Soliha_screen_0244.json,label,54.0,250.0,374.0,428.0
42896,Soliha_screen_0244.json,label,1275.0,1396.0,379.0,413.0
42897,Soliha_screen_0244.json,label,406.0,1036.0,1720.0,1767.0
42898,Soliha_screen_0244.json,label,70.16666666666674,228.5,2757.8333333333335,2728.666666666667
42899,Soliha_screen_0244.json,label,336.0,529.0,2730.0,2756.0
42900,Soliha_screen_0244.json,label,488.0,523.0,2645.0,2680.0
42901,Soliha_screen_0244.json,label,974.0,1043.0,2728.0,2754.0
42902,Soliha_screen_0244.json,label,1261.0,1331.0,2647.0,2764.0
42903,Soliha_screen_0244.json,label,1345.0,1387.0,2643.0,2685.0
42904,Soliha_screen_0244.json,image,432.66666666666697,1011.8333333333335,1291.1666666666667,1695.3333333333335
42905,6594.json,image_view,13.5,41.5,29.75,57.75
42906,6594.json,icon_button,13.5,41.5,29.75,57.75
42907,6594.json,text_view,46.75,268.0,21.0,66.5
42908,6594.json,icon_button,276.0,318.0,21.0,66.5
42909,6594.json,menu_dots,318.0,360.0,21.0,66.5
42910,6594.json,image_view,8.0,144.66666666666666,84.33333333333333,145.0
42911,6594.json,text_view,4.0,208.66666666666666,151.0,191.66666666666666
42912,6594.json,text_view,47.333333333333336,322.0,219.0,255.0
42913,6594.json,text_view,43.333333333333336,327.3333333333333,266.3333333333333,301.0
42914,6594.json,text_view,140.0,228.0,320.3333333333333,336.3333333333333
42915,6594.json,text_view,121.33333333333334,250.66666666666669,389.0,405.0
42916,6594.json,sign_up,30.0,338.6666666666667,342.3333333333333,375.6666666666667
42917,6594.json,email,31.333333333333336,338.6666666666667,415.6666666666667,447.0
42918,6594.json,password,30.666666666666664,338.6666666666667,454.3333333333333,485.6666666666667
42919,6594.json,log_in,30.666666666666664,205.33333333333334,493.6666666666667,525.0
42920,6594.json,tb_forgot_password,116.66666666666666,254.0,530.3333333333334,543.0
42921,33799.json,text_view,132.75,227.0,24.5,70.0
42922,33799.json,image_view,114.25,245.5,158.25,289.5
42923,33799.json,text_view,96.0,264.0,303.5,352.0
42924,33799.json,button,70.5,289.25,451.0,496.75
42925,33799.json,drop_down_list,70.5,289.25,500.25,546.0
42926,33799.json,text_view,76.5,283.25,553.0,568.5
42927,33799.json,tb_privacy_terms,98.25,261.25,568.5,584.0
42928,46363.json,log_in,8.75,175.5,536.75,580.5
42929,46363.json,sign_up,184.5,351.25,536.75,580.5
42930,46363.json,image_view,64.33333333333333,294.3333333333333,137.0,315.6666666666667
42931,18133.json,text_view,104.25,173.25,128.25,172.75
42932,18133.json,text_view,173.25,255.75,128.25,172.75
42933,18133.json,text_view,135.0,225.0,172.75,191.75
42934,18133.json,fb_button,10.333333333333336,346.3333333333333,379.6666666666667,423.0
42935,18133.json,image_view,13.25,55.25,380.0,422.0
42936,18133.json,google_button,12.333333333333336,348.3333333333333,439.6666666666667,481.0
42937,18133.json,image_view,13.25,55.25,439.5,481.5
42938,18133.json,separator_line,0.0,120.0,235.5,236.5
42939,18133.json,image_view,120.0,240.0,235.5,349.25
42940,18133.json,separator_line,240.0,360.0,235.5,236.5
42941,18133.json,text_view,162.75,197.25,505.25,528.5
42942,36431.json,image_view,138.0,222.0,84.0,168.0
42943,36431.json,text_button,127.0,232.75,175.0,210.0
42944,36431.json,email,14.0,319.75,219.5,259.0
42945,36431.json,image_view,319.75,346.0,228.75,263.75
42946,36431.json,username,14.0,319.75,292.25,331.75
42947,36431.json,image_view,319.75,346.0,301.5,336.5
42948,36431.json,sign_up,0.0,360.0,545.5,598.0
42949,36431.json,text_view,63.0,123.25,33.75,57.0
42950,36431.json,icon_button,0.0,49.0,21.0,70.0
42951,22022.json,icon_button,335.5,351.25,572.5,588.25
42952,22022.json,image_view,126.33333333333334,230.33333333333334,26.333333333333332,54.333333333333336
42953,22022.json,text_view,23.0,327.6666666666667,75.0,92.33333333333333
42954,22022.json,text_view,72.33333333333333,211.66666666666666,105.0,120.33333333333333
42955,22022.json,text_view,72.33333333333333,211.0,126.33333333333333,141.0
42956,22022.json,text_view,78.33333333333333,282.3333333333333,345.0,377.0
42957,22022.json,email,14.333333333333332,346.3333333333333,161.0,194.33333333333334
42958,22022.json,password,13.0,346.3333333333333,195.0,228.33333333333334
42959,22022.json,log_in,13.666666666666668,341.6666666666667,239.66666666666666,269.0
42960,22022.json,button,13.666666666666668,341.0,279.0,307.6666666666667
42961,22022.json,tb_forgot_password,107.0,189.0,315.0,329.6666666666667
42962,22022.json,tb_sign_up,192.33333333333334,253.0,315.6666666666667,331.0
42963,22022.json,box_outline,9.0,353.0,57.666666666666664,384.3333333333333
42964,26827.json,sign_up,18.0,162.0,511.5,553.5
42965,26827.json,log_in,198.0,342.0,511.5,553.5
42966,26827.json,text_view,95.75,264.25,565.0,580.5
42967,26827.json,image_view,61.16778523489933,300.76510067114094,148.00671140939596,367.4697986577181
42968,33326.json,price,9.0,87.5,64.5,86.5
42969,33326.json,price,96.75,175.25,64.5,86.5
42970,33326.json,price,184.5,263.0,64.5,86.5
42971,33326.json,price,272.25,350.75,64.5,86.5
42972,33326.json,separator_line,0.0,360.0,91.25,91.5
42973,33326.json,image_view,0.0,360.0,91.5,96.0
42974,33326.json,separator_line,0.0,360.0,96.0,96.25
42975,33326.json,text_view,0.0,82.0,102.5,121.5
42976,33326.json,separator_line,82.0,315.25,111.5,112.5
42977,33326.json,text_view,315.25,335.75,106.0,117.75
42978,33326.json,image_view,340.25,346.75,107.0,116.75
42979,33326.json,image_view,9.0,87.5,128.0,207.0
42980,33326.json,discount,61.25,87.5,128.0,157.0
42981,33326.json,price,9.0,87.5,211.25,233.25
42982,33326.json,image_view,96.75,175.25,128.0,207.0
42983,33326.json,discount,149.0,175.25,128.0,157.0
42984,33326.json,price,96.75,175.25,211.25,233.25
42985,33326.json,image_view,184.5,263.0,128.0,207.0
42986,33326.json,discount,236.75,263.0,128.0,157.0
42987,33326.json,price,184.5,263.0,211.25,233.25
42988,33326.json,image_view,272.25,350.75,128.0,207.0
42989,33326.json,discount,324.5,350.75,128.0,157.0
42990,33326.json,price,272.25,350.75,211.25,233.25
42991,33326.json,separator_line,0.0,360.0,238.0,238.25
42992,33326.json,image_view,0.0,360.0,238.25,242.75
42993,33326.json,separator_line,0.0,360.0,242.75,243.0
42994,33326.json,text_view,0.0,64.0,249.25,268.25
42995,33326.json,separator_line,64.0,315.25,258.25,259.25
42996,33326.json,text_view,315.25,335.75,252.75,264.5
42997,33326.json,image_view,340.25,346.75,253.75,263.5
42998,33326.json,image_view,9.0,87.5,274.75,353.75
42999,33326.json,discount,61.25,87.5,274.75,303.75
43000,33326.json,price,9.0,87.5,358.0,380.0
43001,33326.json,image_view,96.75,175.25,274.75,353.75
43002,33326.json,discount,149.0,175.25,274.75,303.75
43003,33326.json,price,96.75,175.25,358.0,380.0
43004,33326.json,image_view,184.5,263.0,274.75,353.75
43005,33326.json,discount,236.75,263.0,274.75,303.75
43006,33326.json,price,184.5,263.0,358.0,380.0
43007,33326.json,image_view,272.25,350.75,274.75,353.75
43008,33326.json,discount,324.5,350.75,274.75,303.75
43009,33326.json,price,272.25,350.75,358.0,380.0
43010,33326.json,separator_line,0.0,360.0,384.75,385.0
43011,33326.json,image_view,0.0,360.0,385.0,389.5
43012,33326.json,separator_line,0.0,179.75,389.5,389.75
43013,33326.json,button,0.0,179.75,389.75,420.5
43014,33326.json,separator_line_v,179.75,180.25,390.25,420.5
43015,33326.json,button,182.66666666666666,358.0,391.0,418.3333333333333
43016,33326.json,text_view,298.0,319.0,398.25,411.25
43017,33326.json,separator_line,180.25,360.0,420.25,420.5
43018,33326.json,image_view,3.833333333333343,177.08333333333334,425.0,598.0
43019,33326.json,image_view,182.25,355.5,425.0,598.0
43020,33326.json,menu_dashs,7.0,33.25,28.75,55.0
43021,33326.json,image_view,137.25,222.5,21.75,62.0
43022,33326.json,wish_list,321.5,360.0,22.75,61.25
43023,33326.json,separator_line,0.0,360.0,62.75,63.0
43024,33326.json,icon_button,19.0,39.25,561.25,581.5
43025,33326.json,separator_line_v,49.25,50.25,561.25,581.5
43026,33326.json,search_button,59.33333333333333,79.58333333333333,561.2500000000001,581.5000000000001
43027,33326.json,separator_line_v,90.25,91.25,561.25,581.5
43028,33326.json,cart_icon_button,101.0,121.25,561.25,581.5
43029,33326.json,card,6.666666666666668,90.0,125.66666666666667,235.0
43030,33326.json,card,95.33333333333333,178.66666666666666,125.66666666666669,235.0
43031,33326.json,card,271.33333333333337,354.66666666666663,125.00000000000003,234.33333333333334
43032,33326.json,card,182.66666666666666,266.0,125.0,234.33333333333334
43033,33326.json,card,182.66666666666669,266.0,273.0,382.33333333333337
43034,33326.json,card,271.33333333333337,354.66666666666663,273.0,382.33333333333337
43035,33326.json,card,6.666666666666668,90.0,273.66666666666663,383.0
43036,33326.json,card,95.33333333333333,178.66666666666669,273.6666666666667,383.0
43037,33326.json,card_partial,6.000000000000002,88.66666666666667,63.66666666666667,87.0
43038,33326.json,card_partial,94.00000000000001,176.66666666666669,64.33333333333334,87.66666666666667
43039,33326.json,card_partial,270.66666666666663,353.33333333333337,63.66666666666667,87.0
43040,33326.json,card_partial,182.66666666666669,265.33333333333337,63.0,86.33333333333333
43041,33326.json,box_outline,4.666666666666668,135.33333333333334,549.6666666666666,595.0
43042,62329.json,image_view,14.0,346.0,35.0,192.5
43043,62329.json,text_view,128.5,231.25,277.0,302.75
43044,62329.json,text_view,125.0,235.0,309.75,326.25
43045,62329.json,tb_privacy_terms,14.0,346.0,333.25,406.75
43046,62329.json,sign_up,49.0,311.0,413.75,455.75
43047,62329.json,tb_log_in,96.5,263.25,533.5,567.5
43048,62329.json,text_button,120.75,239.25,567.5,584.0
